"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sub-Saharan Africa","SSF","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5471320","7446800","4598702","6777289",
"Sub-Saharan Africa","SSF","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","0.0714213442687347","0.024375380865326","0.116589946163945","0.0750462928417844","0.052459454988886","0.0801972981851031","0.0733316826515356","0.0932421852121974","0.0310986998386132","0.0247321491474053","0.0266829300826055","0.0674710640426898","0.0284595683824442","0.0190870838248752","0.0260092177944124","0.088987166395022","0.0341073140828134","0.0564310968074207","0.0302566309096043","0.0188276323231866","0.0183922846821077","0.0742810389584164","0.115695666971311","0.180120796836691","0.236707281231608","0.351408160889279","0.594078968502988","0.679649612852341","0.790300605076664","1.14407719255781","0.607150430654005","0.454044920861164","0.3942320777867","0.20989453065918","0.683508954328685","0.757299429997626","0.818261082992575","0.710353021795329","0.62704726243024","0.85135249264784","0.436416210009999","0.294564359524436","0.518735711867726","0.433406434229571","0.461917809641797","0.413514364210642","0.433744693388814","0.47044566847815","0.507750525986027","0.459024657844585","0.417651800971011","0.426688188679923","0.528212573840742","0.508074519614502","0.567826642164527","0.709305927700048","0.777320672739385","0.753647843727263","0.800153073154379","0.667426458653052","",
"Sub-Saharan Africa","SSF","Net barter terms of trade index (2000 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Merchandise imports from high-income economies (% of total merchandise imports)","TM.VAL.MRCH.HI.ZS","80.3540727661354","79.0732436472347","78.9238285281773","77.9743743131664","73.3155156493559","72.9944878482156","74.5714682126712","75.4638930846069","72.9367944968182","73.0945614685706","74.601099080466","76.5897186184913","75.2655286145271","74.5508083347946","72.4458326002662","77.153837015447","79.7540140556344","80.0150146455853","80.8531962793797","78.6433356343237","72.9707423975205","78.0378952994093","75.3813353696789","75.3062993707823","72.29174279147","73.1440627362245","72.5106095103161","74.1832023358748","73.8359785862682","71.8468599645313","71.0244916199746","72.5094080731653","72.072888276315","70.585575988772","67.9887977316705","66.9063249405073","62.8228194534653","65.5150966346404","72.072187409667","70.617247950424","62.5796651290215","62.2560497220263","60.5098642806645","59.1673222006553","55.0809507369324","54.30583057488","54.7936256891297","53.9491500437775","52.0506032840789","50.2224650464252","50.7236474492516","49.7311445035566","49.2856595976653","48.7246204286434","48.1112211033349","46.6699345887634","45.3174490599132","46.4477372401237","45.0168481992234","44.4614157377758","",
"Sub-Saharan Africa","SSF","Share of tariff lines with international peaks, primary products (%)","TM.TAX.TCOM.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Share of tariff lines with international peaks, manufactured products (%)","TM.TAX.MANF.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","14.690112218711","14.9906309919919","15.2969001594202","15.6210894074183","15.9609723539524","16.3117898915616","16.6586704991153","17.0141635712334","17.379851897371","17.7567977578646","18.1250791049771","18.5290115978446","18.9483667287973","19.3710925730549","19.7934802317499","20.2280200176208","20.6778534789318","21.1211523968732","21.5698722875684","21.9646462450694","22.3394236827899","22.7671472137206","23.2008953417034","23.6531648658384","24.1380096000899","24.6605979265582","25.1990411430896","25.7350277068391","26.2720876478703","26.8056808248161","27.3640816652584","27.8423230147537","28.3112547363718","28.7667629754968","29.1658086973472","29.5432677964241","29.9103470625846","30.2796798423231","30.6368053050014","30.9935114911627","31.353649029344","31.78032716044","32.2203609300692","32.6651297528839","33.1156872824967","33.5792555083294","34.0393909526496","34.4581013456084","34.9655930856004","35.47803732286","35.9983829028348","36.5238440332946","37.0371932383099","37.5510568759617","38.0690575538266","38.5910737752434","39.1162540614806","39.644858862013","40.177085735276","40.7127786270592","41.2521423477946",
"Sub-Saharan Africa","SSF","Population, total","SP.POP.TOTL","227233184","232567007","238121604","243893375","249873656","256059849","262454482","269072404","275937546","283080501","290526233","298284475","306359650","314761504","323500333","332583481","342018937","351808760","361939456","372404237","383188215","394281992","405688898","417425712","429521914","441988004","454835677","468053103","481594337","495407422","509451875","523726960","538246439","553020385","568072070","583413287","599067774","615054341","631400703","648148338","665327588","682956023","701066197","719716165","738983247","758924664","779566846","800908567","822945490","845655209","869025115","893045863","917725880","943039474","968958352","995458498","1022530245","1050162810","1078319512","1106957870","1136046775",
"Sub-Saharan Africa","SSF","Population ages 65 and above, male (% of male population)","SP.POP.65UP.MA.ZS","2.71462056551739","2.72750419139494","2.73087140960865","2.72605383342409","2.71455339172362","2.69739231496213","2.71269897633578","2.72128783897249","2.72324186433554","2.71861860403284","2.70806780540956","2.72695707917181","2.73772685463809","2.74110134831752","2.73768469021462","2.72814938514278","2.7454155742078","2.75648082948877","2.76236668003099","2.7637354407287","2.76115774693952","2.77035018968096","2.77246609321871","2.76861831646985","2.75977021098095","2.7467804497702","2.7613388862135","2.77004205649095","2.77349364570422","2.77252230778807","2.76813725911394","2.7789818060746","2.78393039174018","2.78380043406523","2.77993000531168","2.773714219298","2.77555787062393","2.77101443236731","2.75990458389046","2.74119692162548","2.71455898755344","2.7068675089162","2.68991725906837","2.66578970195481","2.63666253555745","2.60399472792288","2.60738453872816","2.60552651189806","2.59881794396261","2.58755937476954","2.57250967846873","2.58318425038997","2.5893409587207","2.59213359422275","2.5927058516157","2.59218545009001","2.61229866782377","2.62917676606255","2.64373177766025","2.65675609835278","2.6691201475314",
"Sub-Saharan Africa","SSF","Population ages 35-39, male (% of male population)","SP.POP.3539.MA.5Y","5.47110611491473","5.4381448523006","5.41125372940294","5.38996249436998","5.37405592972535","5.36224190560968","5.32892931494738","5.30378446362656","5.28202326595644","5.25907028677785","5.23339874327111","5.19317509634489","5.15409504028839","5.11864581497865","5.09059580388726","5.07099590264328","5.03886927100103","5.01950244653179","5.00903185978567","5.00232241022725","4.99663158685637","4.97160657319014","4.94850590876375","4.92780555067189","4.91127660731776","4.89977014421007","4.87762000380452","4.86362129511833","4.85623590173557","4.85418604539652","4.85700375205357","4.8610988447887","4.87290683019718","4.89116778303534","4.91422063911699","4.93997301658461","4.94064074874567","4.94753209427518","4.95885134598595","4.97129402859137","4.98214119313764","4.97556796115923","4.96988604612263","4.96946371943323","4.97978375802816","5.00291725401016","5.02915758892348","5.06536004692128","5.10654987115636","5.14659203637317","5.18207830303641","5.20959490173416","5.23492912968342","5.25987154280743","5.28754905489004","5.31948694466177","5.35480491345223","5.39548285099285","5.43838205960854","5.47915820233855","5.51536649885514",
"Sub-Saharan Africa","SSF","Population ages 10-14, male (% of male population)","SP.POP.1014.MA.5Y","11.6329955533182","11.6385868539","11.6762373836568","11.7394307762931","11.8092449371851","11.8579118630219","11.8640589250424","11.8914288622312","11.9389103613838","11.9955198108234","12.0410901416968","12.0624893158149","12.1006815679813","12.1528742289258","12.2043351871271","12.2306236006652","12.1973367199106","12.1784312638873","12.1764399277611","12.1904796576617","12.2116489775909","12.2391054642772","12.2934060329315","12.3680273356443","12.4465039979514","12.5069656787907","12.533091306392","12.5727793764827","12.623678442428","12.6794662998402","12.7277686583418","12.7381255161411","12.7684551444281","12.8148654336352","12.8604197525609","12.881169675924","12.8699950238498","12.8556820449061","12.8410856086593","12.8234432706294","12.7912472715106","12.7223808103685","12.6643920771646","12.6185313768563","12.5855598436975","12.5616418131759","12.5290387395832","12.5165279706061","12.5175689870519","12.5252841165525","12.5325147437599","12.5251756657738","12.528642943995","12.5387716886041","12.551599975956","12.5627580929169","12.5661253960103","12.5746631460602","12.5835456506471","12.5856730072334","12.5740672709412",
"Sub-Saharan Africa","SSF","Wanted fertility rate (births per woman)","SP.DYN.WFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.32067935750746","","","","","","","","","","4.55134073988219","","","","","","","4.18664906777288","","","",
"Sub-Saharan Africa","SSF","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","153.97225583261","154.104393645612","154.245839073785","154.110298050836","153.995689842681","153.908881881131","153.863240163312","153.801192014093","154.042267279146","154.256811967521","154.475511975011","154.791351811793","155.15598798512","155.1298289564","155.089597402884","155.018812393368","154.893348510314","154.774851525008","154.001629052571","153.234116552907","152.46307651659","151.618383095986","150.765780167181","149.388244203805","148.022992394555","146.678253550425","145.31224600076","143.973065261237","142.46307249215","140.958217502457","139.454881488549","137.947214037595","136.441050797411","135.588161165677","134.711813128484","133.808099518127","132.850747718262","131.868056455319","130.67621980809","129.493721947464","128.343601683883","127.230638328336","126.163210046108","124.864161241765","123.598609653816","122.356046905358","121.099589966807","119.857203802057","118.325326706014","116.76650260773","115.176698803247","113.552431254469","111.908189739387","110.049679321788","108.206280402356","106.38594408319","104.575734905038","102.788360572363","101.219936703148","99.6377984546277","",
