Country Name,Country Code,Series Name,Series Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ethiopia,ETH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,11.92792946,12.74027964,12.89950222,12.68554034,11.78883353,11.59231605,11.58949667,10.20685429,9.683480443,9.435128138,9.664642193,9.476137965,10.94455699,13.47132451,16.29779364,21.9325682,23.58190618,27.30570214,24.82236751,23.10501969
Ethiopia,ETH,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-5.75533534,-3.621434213,12.76797833,3.911362456,9.875511911,11.5523498,17.22057948,30.31167308,24.14641529,1.444572317,20.06187508,33.54140502,4.901979299,10.98178829,10.83654278,10.39792554,6.676855083,12.38229481,12.86039682,18.24389172
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.595,53.349,54.211,55.174,56.223,57.334,58.467,59.581,60.645,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24,66.597,..
Ethiopia,ETH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.52897887,26.41765796,36.89835233,35.06005672,40.30274813,40.90083444,35.95564132,36.49843679,28.62745817,36.52060056,36.83875466,35.28687471,31.5751623,33.50342288,30.37033901,25.86658773,22.97030461,21.37075978,18.03204343,15.21017394
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.349020778,3.719388099,3.238842734,3.072650407,2.761551436,2.266537384,1.86327402,1.489809217,1.184802596,1.133586485,1.090707444,0.8683620904,0.8064171174,0.7684111005,0.7054138681,0.6954621772,0.6663692173,0.6390152803,0.5877399441,0.4811461292
Ethiopia,ETH,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.040346586,0.071809949,0.071114846,0.209503013,0.53785179,1.104228268,1.497995373,2.357230764,4.753627819,7.820633062,15.6719216,22.13367446,26.88750898,31.08234717,41.96106195,49.44236323,37.2180717,..,..,..
Ethiopia,ETH,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,134.6,128.3,121.8,115.3,108.9,102.8,97,91.6,86.7,82,77.7,73.5,69.6,65.9,62.4,59,55.9,53.2,50.8,48.7
Ethiopia,ETH,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,91.37346395,93.37208946,97.72576899,102.0899358,108.2917454,109.2770166,116.0795014,116.1150672,123.9435908,134.2548351,143.1219909,137.272837,131.0612222,141.2917469,137.9985735,145.9307234,140.7297714,128.6298917,127.8915749,132.5351829
Ethiopia,ETH,Net migration,SM.POP.NETM,..,-150001,..,..,..,..,-50132,..,..,..,..,399997,..,..,..,..,150002,..,..,..
Ethiopia,ETH,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1103599976,1324739990,1621160034,1830300049,1929119995,2034550049,2606550049,3316250000,3823760010,3455159912,3495889893,3243290039,3885540039,3583959961,3238889893,4084370117,4124750000,4941029785,4809970215,..
Ethiopia,ETH,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,18313718.17,32986894.42,46470192.46,133742806.2,173519405.7,172153314,357838225,386696265.8,261601951.5,436143876.3,538339894.7,624360669.9,833031317,1796377787,1086986751,772235946.6,393379170,436325463.1,479624165.3,404088319.9
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,68.159422,70.14209,72.170581,65.74147979,67.60392119,69.50164533,71.43828084,73.42449993,75.47694423,77.60876667,79.82579027,82.11673049,84.47108329,86.86865779,89.29236835,91.74098154,94.21926014,96.71865074,99.24615983,101.8007113
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.879425139,2.867363938,2.850945567,2.826396381,2.798323914,2.768139897,2.745949471,2.741029927,2.756861848,2.783756927,2.812613737,2.829627968,2.827014885,2.799924688,2.756111616,2.708072653,2.663414482,2.619969171,2.579697088,2.541386464
Ethiopia,ETH,"Population, total",SP.POP.TOTL,68159422,70142090,72170581,74239508,76346310,78489205,80674343,82916236,85233923,87639962,90139928,92726982,95385793,98094264,100835453,103603461,106399926,109224410,112078727,114963583
Ethiopia,ETH,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,38.5,..,..,..,..,..,35.6,..,..,..,..,30.8,..,..,..,..,..
Ethiopia,ETH,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,38.7,..,..,..,..,..,29.6,..,..,..,..,23.5,..,..,..,..,..
Ethiopia,ETH,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.4,2.2,2.1,1.9,1.8,1.7,1.6,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1,1,0.9,0.9
Ethiopia,ETH,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,34.3,..,..,..,..,..,29.2,..,..,26.5,..,23.5,..,..,21.1,..
Ethiopia,ETH,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,27.74431038,31.60784912,34.92633057,37.69916916,43.46147919,47.19113922,47.29251862,49.45278931,51.35950851,57.70273972,52.54763031,50.30796814,53.32957077,53.38832855,54.11090088,61.57915115,63.68955994,..,67.74021149,68.08428955
Ethiopia,ETH,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,11.77992272,12.75484136,13.06429328,11.90404638,10.93646474,8.871432405,8.267382601,10.14310018,9.401886355,10.76183752,10.87647408,11.07044066,10.44028758,9.737452986,9.943344344,9.358219992,9.444828163,8.973363668,7.7882248,..
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,60.58218002,63.79333878,65.08451843,67.91499329,79.0526123,83.22889709,89.07444,94.75041199,93.42681885,91.65653229,94.27971649,94.26506042,..,99.25276184,100.971489,..,..,..,..,119.402977
Ethiopia,ETH,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.6875699759,0.6977499723,0.6998900175,0.7350900173,0.7827100158,0.8142499924,0.836409986,0.862770021,0.8921800256,0.9012500048,0.9122499824,0.922720015,..,..,0.9214599729,..,..,..,..,..
Ethiopia,ETH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,16.44326019,18.74282074,19.70783997,22.19964027,25.10318947,29.22883987,32.29912186,33.40739059,33.59592819,34.83549118,36.00415039,37.57714081,..,..,34.93946838,..,..,..,..,..
Ethiopia,ETH,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,66.66666667,67.77777778,64.44444444,67.77777778,78.88888889,80,80,73.33333333,65.55555556,66.66666667,61.11111111,68.8889,70.00003333,70.00003333,62.22223333,61.1111,47.77776667
Ethiopia,ETH,Surface area (sq. km),AG.SRF.TOTL.K2,1104300,1104300,1104300,1136268.641,1136271.43,1136271.646,1136266.279,1136264.348,1136263.489,1136264.131,1136264.777,1136265.636,1136262.415,1136262.415,1136260.912,1136257.692,1136255.762,1136259.41,..,..
Ethiopia,ETH,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,8.083871673,9.709831679,9.116895507,9.680762203,8.724416385,8.262845855,7.812529666,7.814144254,6.581181381,8.16344108,9.209358617,9.377594715,8.764725377,8.811955393,8.351338267,8.087065533,7.603929229,7.519920423,6.661741322,..
Ethiopia,ETH,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.47495203,18.47496031,18.47496031,..,..
Ethiopia,ETH,Time required to start a business (days),IC.REG.DURS,..,..,47,35,35,19,19,19,20,20,40,40,39,39,35,35,33,32,32,..
Ethiopia,ETH,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,18.4504183,7.955623162,7.262311961,5.626575858,4.476382405,5.928482005,4.655299648,2.928923728,2.787941029,3.854840302,5.889198759,7.134196316,10.70359201,11.87005853,18.29261287,20.93499044,22.23553301,21.49178842,28.28839162,25.84835878
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,4.140101024,4.138804925,4.112959857,4.085577704,4.05459517,4.027689706,4.1015815,5.156403082,5.150746526,5.173659618,5.186204765,5.197758315,5.086535939,5.051635482,4.994275467,4.937514135,4.873777271,4.825886034,4.780416566,4.731593022
South Sudan,SSD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,121.8664,119.88,115.5712,111.2624,106.9536,102.6448,98.336,94.2836,90.2312,86.1788,82.1264,78.074,74.8672,71.6604,68.4536,65.2468,62.04,59.4332,56.8264,..
South Sudan,SSD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,4.195442824,5.22004161,5.293793483,4.676936817,6.176132174,9.635809346,7.596508444,10.35502745,9.652676785,8.704850728,9.058395931,10.22011853,9.575404638
South Sudan,SSD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,2.530769231,..,..,..,..,2.530769231,..,..,..
South Sudan,SSD,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,9.7,..,..,..,19.4,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0,0,0,0,0,0,0,0,0,0,0,0.1404043328,0.1400285658,0.1449566182,0.1838431372,0.1597042978,0.1393118398,0.1257297336,..,..
South Sudan,SSD,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,3.5,..,..,..,4,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,41.42916582,42.974284,43.58172834,..,..,..,..,..,..
South Sudan,SSD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,63.66970652,65.39334024,66.34200174,..,..,..,..,..,..
South Sudan,SSD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,66.02706011,60.31431413,61.43448282,66.07612038,42.83205236,9.740757859,38.39161729,36.65134928,..,..,..,..,..
South Sudan,SSD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.139,6.054,5.969,5.885,5.803,5.721,5.638,5.552,5.465,5.376,5.286,5.197,5.108,5.022,4.937,4.855,4.775,4.696,4.619,..
South Sudan,SSD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,161000000,-793000000,1035825.73,150000,-7850000,1420000,60140000,-2210000,17500000
South Sudan,SSD,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,71570,71570,71570,71570,71570,71570,71570,71570,71570,71570,71570
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,..,..,..,..,..
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-10.79336463,..,..,..,..,..
South Sudan,SSD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,810,850,1160,1250,1090,..,..,..,..,..
South Sudan,SSD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,1630,1460,1980,1280,1080,..,..,..,..,..
South Sudan,SSD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,..,..,..,..,..,..,..,..,..,7921679353,8584908542,12051428874,13158858190,11669229567,..,..,..,..,..
South Sudan,SSD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,16038626935,14790639636,20542512086,13514791884,11604302037,..,..,..,..,..
South Sudan,SSD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,13.76998753,13.65213098,10.28965508,9.488777068,7.074252837,11.36777383,7.99450883,5.750756372,..,..,..,..,..
South Sudan,SSD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,62,60,58,55,53,51,50,49,49,..
South Sudan,SSD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,31.23923721,34.52144996,29.50896555,27.15073938,28.78775904,41.07048873,26.24290051,28.8999999,..,..,..,..,..
South Sudan,SSD,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,59.18684062,59.27782774,61.14369966,61.22564324,51.15029222,22.22482785,46.69940073,33.0945354,32.84757371,34.02558339,41.76938307,44.08813486,36.88917743
South Sudan,SSD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,-11.82932954,12.92640243,38.83334297,46.50690476,36.5121585,-26.70028458,17.68933214,..,..,..,..,..
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.592,50.05,50.55,51.095,51.686,52.315,52.96,53.6,54.219,54.8,55.325,55.791,56.2,56.552,56.855,57.12,57.365,57.604,57.846,..
South Sudan,SSD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,5.761289033,4.968462633,4.140632543,6.094415322,8.771124113,6.572757484,8.619559859,10.56146145,4.601531486,2.354537758,3.649892575,3.55818489,..
South Sudan,SSD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,15.77558453,18.30998996,22.74154462,27.55401599,27.24897867,27.05386827,24.92495281,25.56130126,17.45870759,20.08628008,..
South Sudan,SSD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,172.1,163.4,155.1,147.3,139.7,132.7,126.1,119.9,114,108.4,103.5,100,98.3,97.9,97.9,97.9,97.9,97.9,97.9,97.9
South Sudan,SSD,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Net migration,SM.POP.NETM,..,432000,..,..,..,..,846611,..,..,..,..,-100000,..,..,..,..,-870998,..,..,..
South Sudan,SSD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,435829986.6,1186260010,1399300049,1964119995,1674829956,1587030029,2183239990,1577500000,1885270020,..
South Sudan,SSD,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,..,..,0,0,0,0,0,0,0,0,0,1985610.2,1138720000,1083000000,633830000,1267160000,80440000,86510000
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,..,..,..,..,..,..,..,..,..,..,15.55542855,16.00327345,16.38524749,16.70189329,16.9563013,17.14155227,17.26541057,17.36894371,17.50533581,17.71361108
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,3.928572358,3.661092603,3.632842202,3.925709079,4.374835081,4.811753396,5.027851545,4.94806677,4.534830261,3.926527277,3.333695991,2.837616522,2.358659319,1.911610971,1.511744126,1.084677797,0.719802049,0.5953405345,0.7821970309,1.182759371
South Sudan,SSD,"Population, total",SP.POP.TOTL,6447791,6688225,6935665,7213354,7535931,7907407,8315144,8736932,9142258,9508372,9830695,10113648,10355030,10554882,10715657,10832520,10910774,10975924,11062114,11193729
South Sudan,SSD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,44.7,..,..,..,..,..,..,76.4,..,..,..,..
South Sudan,SSD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.4,..,..,..,..
South Sudan,SSD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.3
South Sudan,SSD,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,32.5,..,..,..,27.7,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,27.43708992,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,90.05068207,..,..,..,72.98990631,..,..,..,..,..
South Sudan,SSD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.6471400261,..,..,..,0.6853899956,..,..,..,..,..
South Sudan,SSD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,9.688619614,..,..,..,11.00998974,..,..,..,..,..
South Sudan,SSD,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,26.11111111,29.44444444,34.44446667,37.7778,43.33333333,42.22223333,45.55556667,43.3333
South Sudan,SSD,Surface area (sq. km),AG.SRF.TOTL.K2,..,..,..,..,..,..,..,..,..,..,633906.795,633906.895,633906.643,633907.381,633907.382,633906.659,633906.955,633906.576,..,..
South Sudan,SSD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.50158188,15.50150125,15.50150125,..,..
South Sudan,SSD,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,..,..,14,14,14,14,14,13,13,13,..
South Sudan,SSD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Urban population growth (annual %),SP.URB.GROW,4.701218087,4.43364109,4.405479897,4.704147068,5.141487383,5.5840291,5.794298219,5.720029543,5.363084243,4.820762694,4.292152639,3.858324916,3.439717633,3.050873221,2.717832914,2.349713474,2.04140048,1.976223659,2.21970692,2.679110035
Sudan,SDN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,118.1832,120.013,118.0844,116.1558,114.2272,112.2986,110.37,104.2976,98.2252,92.1528,86.0804,80.008,76.805,73.602,70.399,67.196,63.993,60.796,57.599,..
Sudan,SDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,35.78077462,37.66274226,38.41661101,34.00607686,33.19992047,31.82010796,35.66751437,36.18316332,33.50668057,31.85222111,27.84769347,33.77462417,29.60763646,32.62427082,31.55645133,22.97758142,21.23054031,21.99347316,20.16401535,20.35627523
Sudan,SDN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,673.375,..,..,..,..,673.375,..,..,..
Sudan,SDN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,49.2,..,..,..,72.5,..,..,..,77.7,..,..,..,..,..,..
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.217724902,0.2626739666,0.263063951,0.2816557479,0.3250454918,0.3929021903,0.4147015853,0.4388877671,0.4434080628,0.4594005954,0.4342331172,0.4202379409,0.3911249171,0.4036583931,0.4575488726,0.5139603347,0.4983657572,0.4832358776,..,..
Sudan,SDN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,9.5,..,..,..,9.1,..,..,..,12.8,..,..,..,..,..,..
Sudan,SDN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
